,channel_type,country,date,e_m_earnings,e_y_earnings,grade,sub_change,sub_last30,subs,uploads,video_view,view_change,view_last30,youtuber,e_m_lower,e_m_upper,e_y_lower,e_y_upper,age,v_per_view,age_cate
2679,Sports,US,2006-03-02,$1.4K - $21.9K,$16.4K - $262.9K,B,33.0,14273,216703,5798,282144503,-38,0,New York Post,1400.0,21900.0,16400.0,262900.0,12,48662.384097964816,2
2680,Sports,GB,2015-10-29,$1.2K - $19.6K,$14.7K - $235.6K,B,-1.0,12832,682526,224,48945487,-106,4908150,Fazeli,1200.0,19600.0,14700.0,235600.0,3,218506.63839285713,0
2681,Sports,IN,2016-07-19,$2.2K - $35.5K,$26.6K - $426.3K,B,118.0,54333,596729,1302,90860129,164,8880270,Headlines Sports,2200.0,35500.0,26600.0,426300.0,2,69785.04531490016,0
2682,Sports,BR,2015-09-15,$0 - $0,$0 - $0,B,-27.0,31908,845020,58,195736719,-121,-2615040,M4K,0.0,0.0,0.0,0.0,3,3374771.0172413792,0
2683,Sports,TH,2011-02-08,$2K - $32.2K,$24.2K - $386.7K,B,-4.0,28527,702390,6706,265075393,35,8056620,MTUTD.TV OFFICIAL,2000.0,32200.000000000004,24200.0,386700.0,7,39528.0932001193,1
2684,Sports,FR,2006-03-02,$1.6K - $26.4K,$19.8K - $316.7K,B,2.0,38525,213724,2333,51522700,2,6598590,Dakar,1600.0,26400.0,19800.0,316700.0,12,22084.312044577797,2
2685,Sports,GB,2010-10-29,$1.9K - $30.6K,$23K - $367.4K,B,-36.0,12695,411826,21008,518971018,-54,7653900,iFL TV,1900.0,30600.0,23000.0,367400.0,8,24703.494763899467,1
2686,Sports,US,2018-06-05,$2.4K - $37.9K,$28.4K - $455.2K,B,-73.0,29542,140028,1493,81996023,-86,9483240,ESPN FC,2400.0,37900.0,28400.0,455200.0,0,54920.3101138647,0
2687,Sports,,2017-02-20,$2.5K - $39.4K,$29.5K - $472.3K,B,27.0,18284,233834,380,152769433,43,9839070,なすび屋,2500.0,39400.0,29500.0,472300.0,1,402024.82368421054,0
2688,Sports,GB,2010-07-27,$2.6K - $41.9K,$31.4K - $503.2K,B,59.0,22266,823218,1115,306804367,66,10483260,Soccer AM,2600.0,41900.0,31400.0,503200.0,8,275160.867264574,1
2689,Sports,US,2015-01-30,$2.3K - $36.9K,$27.7K - $443.2K,B,70.0,43884,1132439,320,221054793,48,9233850,Seth's Bike Hacks,2300.0,36900.0,27700.0,443200.0,3,690796.228125,0
2690,Sports,US,2007-05-20,$2.5K - $39.9K,$29.9K - $478.6K,B,23.0,31535,453057,3347,134004189,39,9970320,SB Nation,2500.0,39900.0,29900.0,478600.0,11,40037.10457125784,2
2691,Sports,RU,2012-05-17,$2.3K - $37.4K,$28K - $448.3K,B,20.0,36502,622830,721,209484913,22,9340380,Titans Volleyball,2300.0,37400.0,28000.0,448300.0,6,290547.7295423024,1
2692,Sports,US,2015-01-08,$2.5K - $40.7K,$30.5K - $487.8K,B,71.0,45387,977979,1000,260210333,9,10163430,MMG,2500.0,40700.0,30500.0,487800.0,4,260210.333,1
2693,Sports,DZ,2015-02-13,$3K - $48.3K,$36.2K - $580K,B,-39.0,19410,514985,80,206802315,-26,12082890,Real Madrid Albania,3000.0,48300.0,36200.0,580000.0,3,2585028.9375,0
2694,Sports,EG,2018-10-23,$4K - $64.5K,$48.4K - $774.1K,B,,0,9566,204,38838516,10,16127610,Egyptian Football,4000.0,64500.0,48400.0,774100.0,0,190384.88235294117,0
2695,Sports,IN,2014-01-02,$2.3K - $36.8K,$27.6K - $441.8K,B,-1.0,10397,137931,77,60047696,156,9204930,MuscleBlaze,2300.0,36800.0,27600.0,441800.0,5,779840.2077922078,1
2696,Sports,KR,2014-04-09,$1.9K - $30.6K,$22.9K - $366.8K,B,752.0,27904,206771,6364,86089665,133,7641840,KFATV (Korea Football Association),1900.0,30600.0,22900.0,366800.0,4,13527.602922690132,1
2697,Sports,AR,2006-04-05,$2.3K - $37K,$27.7K - $443.4K,B,24.0,21400,558609,118645,405210605,17,9237840,Youtube C5N,2300.0,37000.0,27700.0,443400.0,12,3415.3196932024107,2
2698,Sports,GB,2015-11-08,$1.9K - $29.9K,$22.4K - $358.5K,B,-3.0,26779,765489,69,160197320,43,7468080,Wrsh98,1900.0,29900.0,22400.0,358500.0,3,2321700.2898550723,0
2699,Sports,US,2011-04-25,$2K - $32.7K,$24.6K - $392.9K,B,279.0,37189,112922,904,33487260,177,8186130,Watersafe SwimSchool,2000.0,32700.000000000004,24600.0,392900.0,7,37043.429203539825,1
2700,Sports,US,2015-09-20,$2.7K - $43K,$32.3K - $516.6K,B,-8.0,36161,1747068,647,427830411,-4,10762440,Muscle Madness,2700.0,43000.0,32299.999999999996,516600.0,3,661252.5672333848,0
2701,Sports,US,2008-03-08,$2.4K - $38.9K,$29.2K - $466.7K,B,84.0,45448,1332305,388,358287456,46,9722070,BlacktipH,2400.0,38900.0,29200.0,466700.0,10,923421.2783505154,2
2702,Sports,ID,2016-02-25,$3.5K - $56.6K,$42.5K - $679.7K,B,-10.0,100810,711944,337,191537521,-5,14160780,Starting Eleven,3500.0,56600.0,42500.0,679700.0,2,568360.5964391691,0
2703,Sports,ID,2017-08-10,$2.4K - $38.7K,$29K - $463.9K,B,64.0,54179,291180,238,59218872,34,9664740,CERITA BOLA,2400.0,38700.0,29000.0,463900.0,1,248818.7899159664,0
2704,Sports,JP,2011-03-24,$5 - $85,$63 - $1K,C+,100.0,-1,4195,425,12588863,27,21150,MLBJapan11,5.0,85.0,63.0,1000.0,7,29620.854117647057,1
2705,Sports,,2017-01-05,$1.3K - $20K,$15K - $240.5K,B,-31.0,-523,40473,30,9329205,-1,5010480,Random TV,1300.0,20000.0,15000.0,240500.0,2,310973.5,0
2706,Sports,BR,2012-01-04,$2.4K - $38.5K,$28.9K - $462.4K,B,8.0,75517,198572,1141,28469689,42,9634080,FOX Sports Brasil,2400.0,38500.0,28900.0,462400.0,7,24951.524101665207,1
2707,Sports,,2016-12-16,$2.7K - $42.5K,$31.9K - $510.5K,B,25.0,25603,294433,284,91549169,26,10634910,석꾸축꾸,2700.0,42500.0,31900.0,510500.0,2,322356.2288732394,0
2708,Sports,VN,2016-06-06,$2.7K - $44K,$33K - $527.7K,B,-8.0,44051,372379,624,91200612,-5,10992930,Ghiền Bóng Đá TV,2700.0,44000.0,33000.0,527700.0,2,146154.82692307694,0
2709,Sports,JP,2011-11-10,$3K - $47.5K,$35.6K - $570.2K,B,-28.0,975,75623,2446,232314648,-40,11879730,Panasonic Japan（パナソニック公式）,3000.0,47500.0,35600.0,570200.0,7,94977.37040065412,1
2710,Sports,US,2013-01-14,$2.2K - $35.7K,$26.8K - $428.8K,B,-5.0,16687,415656,16047,170847406,0,8934000,Telemundo Deportes,2200.0,35700.0,26800.0,428800.0,6,10646.688228329283,1
2711,Sports,US,2009-05-26,$2.8K - $44.9K,$33.7K - $539.1K,B,141.0,26803,765140,1627,308241829,82,11231910,TPS,2800.0,44900.0,33700.0,539100.0,9,189454.10510141365,2
2712,Sports,,2016-02-03,$1.5K - $24.1K,$18.1K - $289.4K,B,858.0,57606,77869,210,7947966,1,6028380,IQ-PRO TV,1500.0,24100.0,18100.0,289400.0,2,37847.45714285714,0
2713,Sports,JP,2015-05-24,$1.3K - $20.3K,$15.2K - $243.6K,B,-37.0,5886,238586,421,222624540,30,5074410,FM24/7 HD,1300.0,20300.0,15200.0,243600.0,3,528799.3824228029,0
2714,Sports,US,2015-12-14,$2.7K - $43.8K,$32.8K - $525.1K,B,4.0,32859,636105,1657,235217937,44,10940400,NBA on TNT,2700.0,43800.0,32800.0,525100.0,3,141954.09595654797,0
2715,Sports,ID,2017-06-21,$2.7K - $43.1K,$32.4K - $517.6K,B,3.0,19313,121495,115,12299241,1,10783650,BRBALL TV,2700.0,43100.0,32400.0,517600.0,1,106949.92173913044,0
2716,Sports,EG,2014-07-27,$0 - $0,$0 - $0,B,21.0,84193,1617445,134,218285369,-159,-4876590,انا اعشق كرة القدم,0.0,0.0,0.0,0.0,4,1628995.291044776,1
2717,Sports,US,2014-11-18,$802 - $12.8K,$9.6K - $154K,B,1.0,25395,378978,44,88920352,-51,3208260,NBA Funny,802.0,12800.0,9600.0,154000.0,4,2020917.0909090908,1
2718,Sports,VN,2017-02-07,$400 - $6.4K,$4.8K - $76.9K,B,-45.0,33755,163247,208,39989740,-91,1601610,RỒNG BÓNG ĐÁ,400.0,6400.0,4800.0,76900.0,1,192258.36538461538,0
2719,Sports,MX,2009-02-12,$2.8K - $45K,$33.8K - $540.4K,B,19.0,33761,728776,2567,232356860,43,11258550,Lucha Libre AAA,2800.0,45000.0,33800.0,540400.0,9,90516.89131281651,2
2720,Sports,US,2014-03-03,$3.2K - $51.2K,$38.4K - $614.2K,B,-26.0,29963,1193025,860,325215532,-19,12795000,YoBoy PIZZA,3200.0,51200.0,38400.0,614200.0,4,378157.5953488372,1
2721,Sports,US,2016-07-12,$2.9K - $47.2K,$35.4K - $566.1K,B,61.0,51766,612045,242,115274430,47,11793960,Abdullah- 20,2900.0,47200.0,35400.0,566100.0,2,476340.6198347107,0
2722,Sports,FR,2007-03-24,$2.9K - $47K,$35.3K - $564.1K,B,11.0,42268,2527956,418,442445487,-10,11753040,Wass Freestyle,2900.0,47000.0,35300.0,564100.0,11,1058482.0263157894,2
2723,Sports,US,2007-01-18,$3.9K - $61.8K,$46.3K - $741K,B,-64.0,814,20863,216,82121277,-61,15437940,Nationwide,3900.0,61800.0,46300.0,741000.0,12,380191.09722222225,2
2724,Sports,DE,2012-03-02,$2K - $31.9K,$23.9K - $382.3K,B+,20.0,99276,1643980,189,133779772,40,7964820,Calisthenicmovement,2000.0,31900.0,23900.0,382300.0,6,707829.4814814815,1
2725,Sports,US,2011-02-05,$2.6K - $42.2K,$31.6K - $506.2K,B+,102.0,12305,1329237,5485,979993417,48,10545030,The Fumble,2600.0,42200.0,31600.0,506200.0,7,178667.8973564266,1
2726,Sports,GB,2016-01-19,$1.7K - $26.8K,$20.1K - $321K,B+,275.0,15821,34824,126,15199521,45,6688050,Reemus Boxing,1700.0,26800.0,20100.0,321000.0,3,120631.11904761905,0
2727,Sports,,2016-02-29,$1.8K - $28.9K,$21.6K - $346.4K,B+,-5.0,23656,122674,5,7957409,480,7216230,FUNNY WORLD,1800.0,28900.0,21600.0,346400.0,2,1591481.8,0
2728,Sports,VN,2016-07-21,$3.6K - $56.9K,$42.7K - $682.5K,B+,-35.0,44263,689006,1282,226894675,-16,14219400,BongDa.com.vn,3600.0,56900.0,42700.0,682500.0,2,176984.9258970359,0
2729,Sports,AT,2008-10-30,$3.1K - $49.7K,$37.3K - $596.1K,B+,14.0,83738,2044744,236,261956139,18,12418410,Fabio Wibmer,3100.0,49700.0,37300.0,596100.0,10,1109983.6398305085,2
2730,Sports,VN,2016-03-23,$2.6K - $41.2K,$30.9K - $494.9K,B+,,0,0,6819,103298728,-18,10309710,Tin Bóng Đá 24h,2600.0,41200.0,30900.0,494900.0,2,15148.662267194602,0
2731,Sports,SG,2013-11-29,$2K - $31.3K,$23.5K - $375.9K,B+,,0,186065,535,19270120,-139,7830690,Badmintalk,2000.0,31300.0,23500.0,375900.0,5,36018.91588785047,1
2732,Sports,GB,2006-08-04,$1.8K - $28.8K,$21.6K - $346K,B+,-33.0,12381,211145,6955,198735325,-51,7207590,SecondsOut,1800.0,28800.0,21600.0,346000.0,12,28574.45363048167,2
2733,Sports,,2007-03-23,$2.9K - $46.4K,$34.8K - $557.2K,B+,46.0,51476,783647,486,144882737,68,11607540,OlaBMX,2900.0,46400.0,34800.0,557200.0,11,298112.62757201644,2
2734,Sports,SA,2016-12-27,$3.2K - $51.4K,$38.6K - $617.3K,B+,37.0,96553,2301893,447,225363362,21,12861180,هل تعلم؟ الرياضية,3200.0,51400.0,38600.0,617300.0,2,504168.59507829975,0
2735,Sports,US,2015-08-29,$2.7K - $43K,$32.2K - $515.5K,B+,-25.0,25927,722404,120,313512882,-23,10738830,RedConectate,2700.0,43000.0,32200.000000000004,515500.0,3,2612607.35,0
2736,Sports,US,2011-08-30,$1.8K - $28.5K,$21.4K - $342K,B+,29.0,5895,306866,2548,138450502,-227,7124730,Boxing Hall of Fame Las Vegas,1800.0,28500.0,21400.0,342000.0,7,54336.931711146,1
2737,Sports,US,2015-08-29,$3.4K - $54.1K,$40.6K - $649.5K,B+,4.0,21832,612979,4084,359545700,8,13531590,The Herd with Colin Cowherd,3400.0,54100.0,40600.0,649500.0,3,88037.63467189031,0
2738,Sports,EG,2017-03-19,$2.8K - $45.4K,$34K - $544.3K,B+,-8.0,42823,906012,53,25575702,-6,11339490,كورة بلس ❶,2800.0,45400.0,34000.0,544300.0,1,482560.41509433964,0
2739,Sports,BR,2015-08-22,$1.7K - $26.7K,$20K - $320.5K,B+,162.0,23173,147207,226,26486258,345,6676260,GP7HD,1700.0,26700.0,20000.0,320500.0,3,117195.83185840708,0
2740,Sports,GB,2014-06-24,$3K - $48.2K,$36.1K - $578.3K,B+,-36.0,37352,1223486,177,345737340,-32,12048390,Boxing Legends TV,3000.0,48200.0,36100.0,578300.0,4,1953318.3050847459,1
2741,Sports,VN,2011-11-12,$2.2K - $35.3K,$26.5K - $423.5K,B+,-58.0,56347,365830,152,40959715,-23,8823540,FLAHO,2200.0,35300.0,26500.0,423500.0,7,269471.8092105263,1
2742,Sports,US,2013-09-25,$2.5K - $39.7K,$29.8K - $476.6K,B+,106.0,14943,500910,7834,519797518,-36,9928800,TMZSports,2500.0,39700.0,29800.0,476600.0,5,66351.48302272147,1
2743,Sports,DE,2013-02-21,$1.9K - $30.2K,$22.7K - $362.6K,B+,305.0,6093,177717,181,27481682,2,7555080,Freeletics,1900.0,30200.0,22700.0,362600.0,5,151832.49723756907,1
2744,Sports,BR,2014-10-13,$3.5K - $55.4K,$41.5K - $664.2K,B+,-17.0,81749,1754119,234,185306258,-7,13838130,Futebol 24 Horas,3500.0,55400.0,41500.0,664200.0,4,791907.0854700855,1
2745,Sports,FR,2009-05-30,$2.2K - $35.5K,$26.6K - $425.6K,B+,0.0,19614,1161684,12049,360280653,3,8867280,Ligue 1 Conforama,2200.0,35500.0,26600.0,425600.0,9,29901.290812515563,2
2746,Sports,,2015-11-18,$0 - $0,$0 - $0,B+,9.0,38040,2031681,324,832540937,-140,-6586590,Dan1s,0.0,0.0,0.0,0.0,3,2569570.7932098764,0
2747,Sports,IN,2015-07-23,$2.3K - $37.4K,$28.1K - $449.2K,B+,58.0,25540,83325,2012,26859148,93,9357720,ChessBase India,2300.0,37400.0,28100.0,449200.0,3,13349.477137176938,0
2748,Sports,IN,2011-05-23,$4.6K - $74.2K,$55.7K - $890.9K,B+,283.0,66985,284499,6828,95209557,343,18559800,Xtra Time,4600.0,74200.0,55700.0,890900.0,7,13943.989015817224,1
2749,Sports,US,2015-05-11,$1.3K - $20.8K,$15.6K - $249.7K,B+,322.0,94420,259345,58,22197272,310,5201070,Wow! Delicious Food,1300.0,20800.0,15600.0,249700.0,3,382711.5862068966,0
2750,Sports,,2008-12-13,$3.4K - $53.7K,$40.2K - $643.8K,B+,158.0,39924,197547,11,85968169,144,13412910,Sam Delir,3400.0,53700.0,40200.0,643800.0,10,7815288.090909091,2
2751,Sports,SN,2008-07-08,$2.4K - $39K,$29.3K - $468.3K,B+,78.0,29324,195734,1227,70355075,56,9756450,Luttetv.com,2400.0,39000.0,29300.0,468300.0,10,57339.09942950285,2
2752,Sports,GB,2012-08-03,$3.4K - $54.2K,$40.6K - $650.2K,B+,53.0,119716,1669742,1589,386539696,59,13545960,ICC,3400.0,54200.0,40600.0,650200.0,6,243259.7205789805,1
2753,Sports,US,2014-02-17,$3.5K - $56.1K,$42.1K - $673.1K,B+,22.0,103134,921856,304,130730216,28,14022750,Paul Cuffaro,3500.0,56100.0,42100.0,673100.0,4,430033.6052631579,1
2754,Sports,,2016-06-30,$2.8K - $45.4K,$34.1K - $545.3K,B+,68.0,35764,1111086,724,222003840,37,11360790,Cracks MX,2800.0,45400.0,34100.0,545300.0,2,306635.13812154694,0
2755,Sports,US,2015-05-04,$1.2K - $19.5K,$14.6K - $233.9K,D-,109.0,18163,466908,76,109422546,-145,4873290,Sir Alex,1200.0,19500.0,14600.0,233900.0,3,1439770.3421052631,0
2756,Sports,US,2007-11-23,$2.6K - $41.9K,$31.5K - $503.3K,B+,25.0,34045,641820,168,137270371,63,10485600,JxmyHighroller,2600.0,41900.0,31500.0,503300.0,11,817085.5416666666,2
2757,Sports,VN,2016-10-14,$3K - $48.1K,$36.1K - $577.5K,B+,13.0,20187,152430,6377,87290191,56,12030960,Tin hot 24h,3000.0,48100.0,36100.0,577500.0,2,13688.284616590874,0
2758,Sports,MA,2015-04-15,$2.3K - $36.8K,$27.6K - $441.8K,B+,466.0,49061,291972,790,80906305,322,9204120,YASSIN WORKOUT,2300.0,36800.0,27600.0,441800.0,3,102413.04430379746,0
2759,Sports,,2015-09-09,$3.6K - $57.4K,$43.1K - $689.3K,B+,89.0,48772,606666,368,224440483,88,14360040,CricketCloud,3600.0,57400.0,43100.0,689300.0,3,609892.616847826,0
2760,Sports,US,2006-03-03,$2.8K - $44.8K,$33.6K - $537.1K,B+,248.0,4153,200171,588,125094204,326,11190450,Under Armour,2800.0,44800.0,33600.0,537100.0,12,212745.24489795917,2
2761,Sports,DE,2010-02-09,$2.3K - $36.8K,$27.6K - $441.3K,B+,951.0,22988,80266,261,39272312,691,9192870,Andre Video Frischmann,2300.0,36800.0,27600.0,441300.0,8,150468.62835249043,1
2762,Sports,GB,2012-10-16,$5.1K - $81.1K,$60.8K - $972.8K,B+,56.0,84226,532753,132,176180064,35,20265630,EnduroLife.com,5100.0,81100.0,60800.0,972800.0,6,1334697.4545454546,1
2763,Sports,,2013-11-29,$3.8K - $60.9K,$45.7K - $730.4K,B+,114.0,103146,839245,2758,117072990,157,15217200,Cricbuzz,3800.0,60900.0,45700.0,730400.0,5,42448.509789702686,1
2764,Sports,BR,2015-07-18,$5.8K - $93.4K,$70.1K - $1.1M,B+,-19.0,61350,1931742,262,565957134,-14,23360520,SportsHD,5800.0,93400.0,70100.0,1100000.0,3,2160141.7328244275,0
2765,Sports,GB,2013-01-02,$4.1K - $65K,$48.7K - $779.9K,B+,-37.0,49013,1252629,3381,447164064,-50,16248360,BT Sport,4100.0,65000.0,48700.0,779900.0,6,132257.9307897072,1
2766,Sports,GB,2017-12-19,$4.5K - $71.8K,$53.9K - $862.2K,B+,108.0,139441,1411430,695,116963429,52,17961870,Manchester United,4500.0,71800.0,53900.0,862200.0,1,168292.7035971223,0
2767,Sports,CA,2010-03-24,$3.7K - $58.6K,$44K - $703.5K,B+,-14.0,11268,247137,17167,450165355,-8,14657220,SPORTSNET,3700.0,58600.0,44000.0,703500.0,8,26222.7153841673,1
2768,Sports,VN,2016-12-11,$3.5K - $56.8K,$42.6K - $681.3K,B+,-24.0,23153,189941,14148,128675970,14,14193780,TIN HOT 24H THỂ THAO,3500.0,56800.0,42600.0,681300.0,2,9094.993638676844,0
2769,Sports,GB,2015-07-06,$4K - $64.7K,$48.6K - $776.9K,B+,-38.0,65150,644588,777,142789949,-38,16185270,Sky Sports Football,4000.0,64700.0,48600.0,776900.0,3,183770.84813384814,0
2770,Sports,US,2006-11-11,$3.4K - $54.4K,$40.8K - $652.6K,B+,67.0,16256,369841,77362,656687417,69,13596420,EsNews,3400.0,54400.0,40800.0,652600.0,12,8488.501034099429,2
2771,Sports,AU,2011-01-01,$3.4K - $53.7K,$40.3K - $644.8K,B+,77.0,50602,436760,386,194176994,83,13432890,Trevor Byers Cricket,3400.0,53700.0,40300.0,644800.0,8,503049.20725388604,1
2772,Sports,MX,2016-04-18,$4.5K - $72.1K,$54.1K - $865.1K,B+,-13.0,58544,1329312,154,476137359,21,18022530,Joga Sport,4500.0,72100.0,54100.0,865100.0,2,3091801.0324675324,0
2773,Sports,IN,2017-09-03,$4.5K - $71.4K,$53.5K - $856.4K,B+,392.0,103730,1299224,1055,138323285,205,17841840,Sports Edge,4500.0,71400.0,53500.0,856400.0,1,131112.1184834123,0
2774,Sports,,2013-09-20,$4.1K - $65.4K,$49K - $784.7K,B+,187.0,1821,10047,80,54517703,103,16347180,Tata Salt,4100.0,65400.00000000001,49000.0,784700.0,5,681471.2875,1
2775,Sports,US,2009-01-07,$4.5K - $72.6K,$54.5K - $871.5K,B+,-11.0,41319,1248377,1953,525250498,-6,18156270,Beyond Wrestling,4500.0,72600.0,54500.0,871500.0,10,268945.46748591907,2
2776,Sports,UA,2017-08-27,$4.7K - $74.7K,$56K - $896.1K,B+,4.0,53200,928788,276,307189009,0,18669000,WWE Mania,4700.0,74700.0,56000.0,896100.0,1,1113003.6557971016,0
2777,Sports,US,2006-02-27,$2.2K - $34.8K,$26.1K - $417.8K,B+,410.0,64871,220230,147,56541338,49,8704650,Boxing Now,2200.0,34800.0,26100.0,417800.0,12,384634.95238095237,2
2778,Sports,US,2014-03-22,$4.3K - $69.3K,$52K - $831.4K,B+,49.0,51674,336490,111,106133518,86,17321730,MarshallTube,4300.0,69300.0,52000.0,831400.0,4,956157.8198198198,1
2779,Sports,SA,2013-02-26,$4K - $64.2K,$48.1K - $770.3K,B+,16.0,51233,956343,6725,360705090,27,16047300,دوري بلس,4000.0,64200.0,48100.0,770300.0,5,53636.44460966543,1
2780,Sports,JP,2011-07-14,$4.3K - $68.2K,$51.1K - $818.1K,B+,52.0,26241,1141308,1598,647763897,8,17043840,釣りよかでしょう。,4300.0,68200.0,51100.0,818100.0,7,405359.13454317895,1
2781,Sports,GB,2008-06-04,$4.7K - $76K,$57K - $911.8K,B+,37.0,85830,1784351,5132,450316914,20,18996780,England & Wales Cricket Board,4700.0,76000.0,57000.0,911800.0,10,87746.86554949338,2
2782,Sports,TZ,2012-09-22,$4.5K - $72.8K,$54.6K - $873.3K,B+,17.0,67383,1626095,14889,581178575,16,18192750,Millard Ayo,4500.0,72800.0,54600.0,873300.0,6,39034.090603801465,1
2783,Sports,VN,2013-04-23,$6.5K - $104.3K,$78.2K - $1.3M,B+,67.0,76935,619537,399,222314359,63,26070420,Dân Thể Hình,6500.0,104300.0,78200.0,1300000.0,5,557178.8446115288,1
2784,Sports,IN,2017-02-13,$2.2K - $35.3K,$26.4K - $423.1K,B+,-28.0,65820,381330,90,20757458,-164,8814150,Cric7,2200.0,35300.0,26400.0,423100.0,1,230638.42222222223,0
2785,Sports,US,2014-08-18,$6K - $95.3K,$71.5K - $1.1M,B+,19.0,27003,513149,704,317917386,20,23834640,Highlight Heaven,6000.0,95300.0,71500.0,1100000.0,4,451587.1960227273,1
2786,Sports,US,2012-02-17,$3.6K - $58.2K,$43.7K - $699K,B+,76.0,33257,657951,1617,268002221,109,14561850,Nick's Strength and Power,3600.0,58200.0,43700.0,699000.0,6,165740.3964131107,1
2787,Sports,US,2015-10-28,$4.7K - $75K,$56.3K - $900.3K,B+,48.0,37464,574218,1089,258253060,55,18755460,NFL Films,4700.0,75000.0,56300.0,900300.0,3,237146.97887970615,0
2788,Sports,MX,2006-12-19,$3.6K - $58.4K,$43.8K - $700.7K,B+,-52.0,36927,1300464,9495,418391521,-41,14597940,Televisa Deportes,3600.0,58400.0,43800.0,700700.0,12,44064.40452869931,2
2789,Sports,US,2007-05-23,$3.4K - $54.5K,$40.9K - $654K,B+,39.0,20472,419752,18657,511467900,9,13625250,FightHype.com,3400.0,54500.0,40900.0,654000.0,11,27414.262743206302,2
2790,Sports,US,2016-03-23,$2.8K - $45.3K,$33.9K - $543.1K,B+,10.0,4600,19144,1477,14847598,61,11314740,P O Rules 2 TV,2800.0,45300.0,33900.0,543100.0,2,10052.537576167908,0
2791,Sports,IN,2006-12-11,$4.4K - $69.9K,$52.4K - $839.2K,B+,0.0,58006,1901668,8838,491570855,27,17482890,Star Sports,4400.0,69900.0,52400.0,839200.0,12,55620.14652636343,2
2792,Sports,US,2015-10-04,$4.4K - $69.8K,$52.3K - $837K,B+,-27.0,39830,483086,517,229330602,-28,17437740,Unlimited TV,4400.0,69800.0,52300.0,837000.0,3,443579.500967118,0
2793,Sports,AU,2009-09-09,$5.9K - $94.6K,$71K - $1.1M,B+,0.0,166398,4288670,217,604417318,9,23660370,How Ridiculous,5900.0,94600.0,71000.0,1100000.0,9,2785333.2626728113,2
2794,Sports,ID,2015-01-13,$5.6K - $89.2K,$66.9K - $1.1M,B+,15.0,116219,307622,1321,45770283,70,22289370,beIN SPORTS Indonesia,5600.0,89200.0,66900.0,1100000.0,4,34648.208175624524,1
2795,Sports,SG,2011-06-03,$4.8K - $76.3K,$57.2K - $915.2K,B+,,0,0,1585,206227128,15,19066740,ONE Championship,4800.0,76300.0,57200.0,915200.0,7,130111.75268138801,1
2796,Sports,PH,2015-02-09,$3.3K - $53K,$39.7K - $635.4K,B+,-34.0,35416,1348293,13870,560980365,-21,13237650,ESPN5,3300.0,53000.0,39700.0,635400.0,3,40445.59228550829,0
2797,Sports,ES,2010-11-01,$4.5K - $71.8K,$53.9K - $862.1K,B+,80.0,136553,5922840,756,818744230,53,17959770,gymvirtual,4500.0,71800.0,53900.0,862100.0,8,1082995.0132275133,1
2798,Sports,US,2016-08-03,$3.1K - $49K,$36.7K - $587.5K,B+,,0,1440911,69,131180006,-216,12239310,Sports Blast,3100.0,49000.0,36700.0,587500.0,2,1901159.5072463767,0
2799,Sports,IN,2013-04-17,$4.5K - $72K,$54K - $863.9K,B+,-14.0,60001,786740,1319,181916482,12,17998710,Kabaddi365.com,4500.0,72000.0,54000.0,863900.0,5,137920.00151630022,1
2800,Sports,GB,2010-10-08,$4.3K - $68.6K,$51.4K - $822.9K,B+,30.0,25125,471845,448,379741060,32,17144370,editinking,4300.0,68600.0,51400.0,822900.0,8,847636.2946428572,1
2801,Sports,IN,2016-03-21,$3.3K - $52.6K,$39.4K - $630.8K,B+,401.0,91498,823885,64,46710611,412,13141680,ALL IN 1,3300.0,52600.0,39400.0,630800.0,2,729853.296875,0
2802,Sports,US,2014-03-03,$5.3K - $84.2K,$63.2K - $1M,B+,11.0,48992,955942,675,448190785,32,21059850,BrothersOfDestruction22,5300.0,84200.0,63200.0,1000000.0,4,663986.3481481482,1
2803,Sports,US,2015-05-16,$6.2K - $98.7K,$74K - $1.2M,B+,13.0,65919,396877,87,123180722,19,24671580,MCEW,6200.0,98700.0,74000.0,1200000.0,3,1415870.367816092,0
2804,Sports,US,2012-07-20,$5.1K - $80.8K,$60.6K - $970.1K,B+,101.0,44488,256659,525,119969275,128,20210730,BBallBeast,5100.0,80800.0,60600.0,970100.0,6,228512.90476190476,1
2805,Sports,US,2016-02-20,$4.3K - $68.6K,$51.5K - $823.4K,B+,28.0,49195,973900,81,142168413,55,17154720,Emma's Fishing,4300.0,68600.0,51500.0,823400.0,2,1755165.5925925926,0
2806,Sports,LK,2012-10-26,$5.2K - $83K,$62.3K - $996.4K,B+,49.0,88987,882657,1023,188794834,66,20757360,Sri Lanka Cricket,5200.0,83000.0,62300.0,996400.0,6,184550.1798631476,1
2807,Sports,IQ,2014-12-15,$3.8K - $61.2K,$45.9K - $734.6K,B+,,0,0,8503,64726081,333,15303150,omar abdalkareem2 عمرالعبوسي,3800.0,61200.0,45900.0,734600.0,4,7612.146418910973,1
2808,Sports,US,2007-01-06,$4.7K - $75.1K,$56.3K - $900.8K,B+,31.0,79028,3852577,1701,1049464401,40,18767430,hickok45,4700.0,75100.0,56300.0,900800.0,12,616969.0776014109,2
2809,Sports,US,2012-03-24,$14K - $224.7K,$168.5K - $2.7M,B+,,218025,218099,46,57968414,-186,56181900,تريكسر TRIXER l,14000.0,224700.0,168500.0,2700000.0,6,1260182.9130434783,1
